!,15417.0
11.18,7.0
11.19,1.0
11.1p,1.0
11.1pc,1.0
11.2,7.0
11.2%,1.0
11.20,2.0
11.21,2.0
11.22,1.0
11.24,1.0
11.25,1.0
11.26,2.0
11.27,1.0
11.28,2.0
11.29,2.0
11.2–4,1.0
11.3,7.0
11.3%,1.0
11.30,4.0
11.30-8.30,1.0
11.30am,2.0
11.30am-12.15pm,2.0
11.30am-3.30pm,1.0
11.30am-3pm,1.0
11.30pm,2.0
11.31,2.0
11.32,2.0
11.33,1.0
11.34,1.0
11.36,1.0
11.3p,1.0
11.4,8.0
11.4%,2.0
11.4p,1.0
11.4pc,1.0
11.5,8.0
11.5%,1.0
11.53,1.0
11.5mpg,1.0
11.5p,1.0
11.6,10.0
11.7,6.0
11.75,1.0
11.8,8.0
11.8%,1.0
11.84,1.0
11.8pc,1.0
11.9,3.0
11.95,1.0
11/20,1.0
110,15.0
110%,1.0
"110,00",1.0
110-run,1.0
110-year-old,1.0
110/172,1.0
1100,3.0
11000,2.0
1101,2.0
1102,1.0
1103,1.0
1105,3.0
1106,3.0
1107–81,1.0
1108,1.0
1108–1180,1.0
1108–9,1.0
1109,2.0
1109.,1.0
110g,1.0
110kg,1.0
110p,2.0
111,7.0
111(43%),1.0
1112,3.0
11137,1.0
1116,1.0
1117,1.0
1118,1.0
1118p,1.0
1119,3.0
111–115,1.0
112,7.0
112%,1.0
"112,000",1.0
112-209,1.0
112-day,1.0
1120,2.0
1122,2.0
1123,1.0
112328,1.0
11235,1.0
1124,6.0
1125,1.0
1126,3.0
1127,2.0
1127–8,1.0
1128,4.0
112mpg,1.0
112p,1.0
113,11.0
113.6,1.0
113/115,1.0
1130,1.0
1131,1.0
1138,1.0
1139,2.0
113p,2.0
114,6.0
114/187,1.0
1140,2.0
1143,1.0
1145,1.0
1146,2.0
1147,5.0
114p,2.0
115,8.0
1150,3.0
1151,1.0
1152,2.0
1153,2.0
115332,1.0
1154,1.0
1155,6.0
1158,1.0
115p,2.0
115–116,1.0
116,11.0
116.2p,1.0
116.31,1.0
116/800,1.0
1160,2.0
116093,1.0
11622,2.0
1165,1.0
1165p,1.0
1166,1.0
116B/117,1.0
116p,2.0
117,4.0
117.7,1.0
117.9,1.0
1170,1.0
1170s,1.0
1171,3.0
1172,1.0
1173,2.0
1177,1.0
1179,2.0
117997,2.0
117p,1.0
117–131,1.0
118,9.0
"118,000",1.0
118-117,1.0
118.4p,1.0
1180,4.0
1180s,2.0
11820,1.0
1184,1.0
1187,3.0
1189,2.0
118–19,1.0
118–8,1.0
119,12.0
119-250,1.0
119-mile,1.0
1190,1.0
11915,1.0
1192,1.0
1195,1.0
1196,1.0
1198,2.0
119p,2.0
11a,1.0
11am,7.0
11am-2pm,1.0
11am-7pm,1.0
11m,1.0
11oz,1.0
11p,10.0
11pc,1.0
11pm,3.0
11st,1.0
11th,12.0
11th-century,1.0
11th-hour,2.0
11°,1.0
11¼,1.0
11½,1.0
11–1,4.0
11–1/2,1.0
11–14,1.0
11–14%,1.0
11–16,2.0
11–27,1.0
11–8,1.0
11⅛,1.0
12,304.0
12%,20.0
12(1),1.0
"12,000",10.0
"12,533",1.0
"12,769",1.0
12-,1.0
12-1,3.0
12-10,1.0
12-12,1.0
12-15,1.0
12-3,1.0
12-day,1.0
12-game,1.0
12-inch,2.0
12-man,1.0
12-month,4.0
12-nation,1.0
12-page,1.0
12-points,1.0
12-strong,1.0
12-ton,1.0
12-try,1.0
12-year,2.0
12-year-old,2.0
12.1,13.0
12.1%,1.0
12.1(a),1.0
12.1(b),1.0
12.1(c),1.0
12.1(d),1.0
12.10,6.0
12.11,3.0
12.12,7.0
12.12.8,1.0
12.13,6.0
12.14,2.0
12.15,2.0
12.15pm,1.0
12.16,4.0
12.16–18,1.0
12.17,2.0
12.18,1.0
12.19,5.0
12.2,13.0
